rms_mean,rms_var,zero_crossing_rate_mean,zero_crossing_rate_var,tempo,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,perceptr_mean,perceptr_var,chroma_stft_mean,chroma_stft_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,tonnetz_mean,tonnetz_var,harmonic_ratio,pitch_std,mfcc_delta_mean,mfcc_delta_var,energy_score,tempo_var,beat_count,filename
0.3085345,0.013849412,0.08105922261996903,0.0025413944050521843,99.38401442307692,2165.846377025026,709314.5047754621,2427.5730881387562,333880.3650170857,4758.737891229683,3815952.284111004,0.015576459,0.00075421523,0.4092329,0.09010474,-53.579426,5498.5884,91.28882,1197.0288,-5.8719683,682.5577,25.017517,610.6137,12.092175,354.6996,8.020483,167.20158,2.6970189,133.61067,3.7669353,99.40284,1.8081697,121.5253,6.2587295,76.48692,1.8323241,95.04724,3.806045,69.6559,-1.2353095,52.87477,2.48969,68.35015,-3.836816,77.10326,4.5357003,68.513885,-3.5416646,96.24019,2.2755325,108.54307,-0.25277728,88.65753,4.1518197,89.48237,-0.015262738242030342,0.010447002188861961,0.1155228234639188,962.2699,0.0002061872,11.550531,668.2383354731496,0.03445119034092062,41,Bijlee Bijlee - Harrdy Sandhu.mp3
0.34364435,0.010745853,0.10500692361648607,0.0018253673723663598,117.45383522727273,2278.376457573885,452572.68779997044,2472.2014628751404,232123.1076831075,4836.262422449448,2768405.241993826,0.019839553,0.0012554309,0.36060476,0.08403093,2.831924,2050.9277,104.49584,688.5905,-6.6363363,302.532,22.311138,207.22131,9.90858,134.09225,-2.1507292,226.90323,8.31158,152.59714,3.3920348,157.23503,3.9485142,94.14486,4.1887984,59.925453,-9.530589,46.642803,8.69104,75.181564,3.5880458,87.35627,13.585904,78.46644,4.972214,44.41589,9.673386,81.183464,0.48628664,72.87749,0.9548196,61.30481,-3.6724494,60.524044,7.097186,56.550938,0.04862804820410983,0.04709937773439946,0.13121896721909393,977.5327,-0.003001833,6.808497,782.951198566104,0.05474811190668853,58,Hurts So Good - Astrid S.mp3
0.28672507,0.01676654,0.09382860874613003,0.006604646845486121,95.703125,2524.404329963483,779887.3526028104,2711.883526133153,146042.64474472828,5543.691478056066,2908347.564009002,0.024882428,0.0012738253,0.43231177,0.091512166,-53.748924,4527.8623,77.33582,875.87616,3.744273,725.93256,18.965923,395.8617,-0.05780407,234.09743,-5.1682696,444.67496,3.6131406,243.33533,-7.9894466,308.21173,-3.8585465,184.25212,2.417948,157.14543,-6.027233,185.0371,2.640591,139.01909,-3.9224234,151.44547,4.116425,123.61473,-4.649067,83.593445,2.7751725,97.34432,-0.28607756,67.57228,1.5203445,67.34582,0.12754019,60.11992,0.7773089,49.921783,-0.010242445450098241,0.02717352991734315,-0.49164286128111123,1087.4388,0.015282555,17.318993,723.8100184480156,0.024812593168334094,45,Ain't Your Mama - Jennifer Lopez.mp3
0.26847243,0.00683486,0.0714311629256966,0.001573704450833796,103.359375,2190.8528362450566,388709.37060287886,2617.509505842797,195884.46491758252,5154.8438293645995,2838805.0428175456,0.013723977,0.00051565917,0.37457606,0.08564839,-51.026608,2425.7878,96.94723,494.05887,10.419446,517.838,17.523354,182.44359,1.4963572,408.92685,11.429384,114.898026,7.079413,155.90535,7.313553,95.4702,-2.470544,140.1357,13.99158,205.30829,-2.1337345,78.58065,2.2611806,78.22075,1.3385994,62.414074,10.520616,83.233955,0.18372607,59.56186,3.0074384,46.40778,-3.7152267,57.764683,3.9080868,65.89255,-5.5026803,55.42075,-0.32257637,56.471508,0.024344315691470834,0.018517218586936543,0.1958476387522794,826.32996,0.003455249,6.915712,588.1835914892977,0.03776286631916978,53,"Wherever You Go (From Robinhood) - G.V. Prakash Kumar, Armaan Malik & Anila Rajeev.mp3"
0.19455369,0.012791536,0.06572447029798761,0.0006622572620895225,107.666015625,1570.3461211195477,173098.55828354356,2001.891230316527,105386.98612779715,3210.0639225159634,1110934.7348964477,0.00416739,4.820083e-05,0.33499277,0.09321906,-112.42938,2748.5835,126.65617,363.17047,-3.0385742,296.03085,24.44959,150.28052,1.2894926,154.73575,4.285695,129.09721,-4.5027914,173.1129,2.2308707,189.8668,-6.0296373,134.75545,7.9714665,123.162445,-4.0113206,153.15366,-0.17977385,68.44941,-6.104586,105.50118,1.522254,77.47001,-2.2149944,76.68105,0.058972433,73.80805,-3.5388772,69.80897,-1.4969,74.62049,-2.307901,59.42822,0.16495904,82.92141,0.06475803025156239,0.009201170325021608,0.12183477368217904,734.2959,-0.0021397895,7.902872,305.51662956494636,0.034309336159452586,52,Unakkul Nanne x Nenjil Jil Jil x En Kadhal Solla - R2-Pree2.mp3
0.2881705,0.010432816,0.06872142874419504,0.002504272294182296,89.10290948275862,2050.0838248214236,1075285.4370607843,2473.218881243106,380658.30956376,4614.405430654992,6092467.489697991,0.017104557,0.0006908494,0.4202043,0.086620964,-56.951893,2984.9963,106.93097,1351.38,20.592371,195.3505,16.156746,113.96406,5.343815,115.76112,13.565026,87.360054,0.3930632,96.46797,10.660684,52.15987,-2.2977264,69.12085,11.242368,45.531788,6.0366383,77.26771,6.685586,37.372997,-0.71429783,47.771545,1.0721462,43.06923,-2.120597,42.08547,3.232971,37.363052,-2.5274708,44.837692,3.7600937,39.798023,-0.46790195,49.076977,6.5208397,62.284565,0.02464511005449324,0.015147085902463732,-0.024968821764449856,776.48267,-0.0045836633,6.2652082,590.7736535512447,0.04790031249720934,19,So Baby (From Doctor) - Anirudh Ravichander & Ananthakrrishnan.mp3
0.38837177,0.009951719,0.09541098768866099,0.0034541409296616446,99.38401442307692,2478.303784323119,600410.1008990916,2639.35384271242,202912.95863772638,5488.758476895076,3333190.906054335,0.031015422,0.001294207,0.4211719,0.08323616,17.204779,3889.5046,87.29468,1266.3721,3.336557,540.0899,14.134918,182.47852,1.7337308,169.90129,7.874362,123.845345,-2.4603446,111.415924,6.630252,74.398315,0.30758333,76.57056,3.1027744,56.619656,-0.11302974,63.476654,7.4395227,54.84995,-1.7475425,39.467144,1.7530682,47.51974,-1.8500887,43.349205,3.770105,44.809536,0.28340614,43.258522,3.4162574,29.497013,-3.1766627,30.220926,2.19742,29.521841,-0.014623586924983781,0.02099421079785285,0.5647536945257067,943.3637,0.0017051266,4.9212165,962.503216444327,0.04748821461215045,46,Echoes - LFZ.mp3
0.23841135,0.0061254334,0.10557986043924149,0.0021257173718076017,151.99908088235293,2601.9879122414172,403338.2187787425,2678.3787291280114,118515.52509045518,5634.807593756047,1936654.9382070506,0.02572439,0.00063839345,0.4101686,0.09330475,-38.24231,4603.0366,76.04609,521.4283,-1.2954894,418.0396,22.078873,211.12036,3.5161638,211.6227,2.7674375,207.74309,2.6053917,180.60896,3.1671047,114.04292,-4.958052,118.563515,6.957624,96.959885,-1.2321358,87.19214,5.1648364,74.26346,-1.0265864,105.89203,6.4347625,79.466415,1.7636112,79.14014,6.2815366,115.33323,2.5781696,143.04918,3.6781147,104.23878,-0.9920079,104.16861,-3.0864837,92.98069,0.0007562322021581911,0.0034130309297353252,0.04031915600167975,1067.6646,0.009802864,10.153924,620.3434561450069,0.03785169473427566,28,"Tooh (From Gori Tere Pyaar Mein) - Vishal & Shekhar, Mika Singh & Mamta Sharma.mp3"
0.29897112,0.0151345385,0.09741853412828948,0.004170734590110356,135.99917763157896,2703.9194225883416,865916.4141048177,2731.073452277235,176506.68294750492,5864.322872575222,3184023.3933842056,0.027296107,0.0013268571,0.3336328,0.09348812,-39.1741,5219.899,69.92901,886.4446,2.0082252,445.40237,23.08399,425.4976,9.225041,246.32774,-3.2158635,245.60947,-13.365254,179.47478,2.1370645,117.06752,-9.783259,134.02603,-1.0658016,169.57153,-7.8988237,86.47427,-1.0617738,88.71195,-1.2320527,104.44635,5.7090645,137.46953,5.4787107,85.423256,-0.37643132,84.54526,-6.0528274,77.59554,8.196057,75.56107,-0.89993024,107.41682,1.9712512,63.943806,-0.036251387972002544,0.011883760687779094,0.4790854301322442,1010.89813,0.0070605725,15.895292,808.3938088130433,0.02462654708801718,66,I Don't Care - Ed Sheeran & Justin Bieber.mp3
0.2534788,0.007908698,0.07255171548471362,0.0022935309025566442,112.34714673913044,2024.211688758439,714012.0671979336,2394.5554749529674,278643.031160424,4432.406531177438,3472027.1856818367,0.01398024,0.00054235716,0.3539689,0.0818748,-58.997913,3656.709,111.37498,1185.6447,11.018646,690.0548,25.263233,269.36188,-3.7948818,118.18288,6.2819505,252.70453,4.558667,156.67847,-8.545401,257.7884,-2.1201541,159.92662,1.1266645,123.64606,-5.960319,77.187386,-3.2810671,73.09623,-1.2540245,57.649044,4.183219,58.860573,-0.2031954,58.13031,2.1826103,87.94771,1.7335502,66.136406,-1.1241235,89.908676,1.0592519,75.38663,2.83608,65.57122,0.011608951212432713,0.036676694417332276,0.28813684748689194,862.7751,0.0030039747,9.040915,513.094740278412,0.03368244636677125,40,Strangers - Kenya Grace.mp3
0.24934953,0.0088645285,0.08210381191950464,0.0021999361100750923,135.99917763157896,2113.7678463133925,437547.1689815237,2541.7838355386248,181674.4539845078,4759.762885031685,2724217.1947269277,0.012490466,0.00046430773,0.34243912,0.08804586,-51.02894,2761.0266,105.290054,796.0151,-1.5712962,234.60701,11.528072,192.40303,21.84694,234.4377,4.522721,172.33128,-0.34406728,128.96432,5.571286,83.71457,-3.0448682,149.33296,6.3675385,84.325645,-3.9562054,101.960106,3.536107,74.72416,-3.1538403,69.40489,-1.4331772,63.901123,0.61562973,54.272423,-0.458118,66.340546,-4.042858,68.73032,7.169555,75.864174,-3.9097047,55.122704,-0.19680956,76.85542,0.010670093699400784,0.02587839537609053,0.16611301791185393,815.4854,-0.0011445835,7.5585847,527.0670285437601,0.03847459348666757,66,Zara zara bahekta hai  - Jalraj.mp3
0.26504385,0.021206263,0.10250920629353716,0.0036374120464089934,129.19921875,2356.575139455896,502011.01789091283,2473.910993711848,109123.9836726884,5060.661065541553,2139051.8204671363,0.018978264,0.00075731735,0.38979247,0.088121526,-44.85571,1657.0625,83.248825,487.58557,-13.561091,266.84824,11.787321,304.52588,-6.9611263,174.7137,4.408417,199.88501,-3.362111,152.77905,5.742905,139.74474,-5.8818264,123.39683,11.304504,122.036316,0.33903214,114.71643,-0.89878106,58.72561,0.5959141,65.62448,5.325416,72.17826,-0.21669596,60.021503,2.9182847,69.67751,-4.6090918,60.71622,1.5890414,55.27407,-1.0333514,80.27025,10.058503,88.73175,-0.039958307841383434,0.020682302672662654,0.04614085668731076,1006.8733,0.0014679162,5.4287443,624.595758883253,0.03963123555261566,61,Love Me Back (Trinidad Cardona Remix) - Ibara.mp3
0.29752055,0.015096573,0.10906698976876934,0.004716649678093519,103.359375,2672.7698041650747,899498.8380069172,2760.6163526438854,190439.38616071778,5906.080953403154,3115558.3220095485,0.026247777,0.0011327205,0.44228664,0.0897243,-20.633917,4068.3718,83.61055,879.92084,11.10402,950.3808,11.857814,476.1697,3.0798492,280.31955,7.069,386.21252,-4.9727073,252.68379,4.120821,132.88557,-0.4243918,162.90984,7.745187,112.4788,-6.9748015,170.17807,3.349612,107.7277,0.40337926,72.07742,-1.4968027,144.04762,3.5724418,82.9286,3.043038,71.18831,-8.131294,85.764404,0.49812827,62.175987,-7.3291106,62.319164,-0.42754903,61.623924,-0.007512945523483355,0.009228014379984426,-0.037474547205344454,890.90063,0.0031011044,12.5491705,795.2039370943277,0.03366068322494709,46,Levitating (feat. DaBaby) - Dua Lipa.mp3
0.27921608,0.011996004,0.06368706765189629,0.0033642933592329533,95.703125,1951.5489837793696,760258.0927625819,2427.6608928682454,224066.2689423565,4320.957205096265,3807633.129443111,0.013331423,0.00081619056,0.36569327,0.095051736,-85.54537,4161.3125,101.89517,1115.7345,12.122551,367.2879,24.808945,417.14047,4.0755024,157.57907,12.165857,154.80856,9.346808,154.30922,3.7428262,183.45325,16.75345,164.94208,2.369411,64.31757,-9.097971,94.60186,4.3977504,66.300156,-6.8928533,109.372,4.4110627,92.999405,4.1050706,108.968216,13.312446,118.713936,8.576482,99.24629,11.213883,102.447525,7.2434273,124.74717,2.8926213,84.48897,0.046735331211693446,0.02535816555965329,-4.511328171753045,850.4837,-0.011372076,13.196806,544.903858943073,0.024554684100896933,47,Normal No More - TYSM.mp3
0.29704428,0.0139647005,0.08064161365615326,0.0014249780873896553,129.19921875,2336.635411498565,316269.56467067526,2733.680358099726,110276.3161642862,5363.725899616631,2475480.1273385007,0.014682914,0.0003569285,0.3148189,0.09376837,-42.110054,4082.723,91.587814,486.08936,5.0939937,324.20786,6.161105,300.93402,6.2669487,229.21713,-5.083473,231.19957,1.3988073,163.28725,1.88667,120.435974,-2.7945533,142.31499,5.5746617,120.3898,-6.2285824,137.61401,2.3119886,95.48254,-0.05300554,81.80094,-0.419869,80.91448,-3.3100562,85.316864,4.6583447,99.29299,1.7084813,131.1641,4.638019,130.94624,3.0841734,129.55498,1.2586968,113.473274,0.013831228708081131,0.009986852634650685,0.0654841144057238,844.87683,0.0143485535,6.30886,694.0841768678649,0.050807388251512015,65,"Odhani (From Made in China) - Sachin-Jigar, Darshan Raval & Neha Kakkar.mp3"
0.3127925,0.024792414,0.13679962630611456,0.01046274515759088,95.703125,2926.342337262096,1399590.9888745684,2745.1619939737197,243988.90619874775,6072.304948269399,4102332.9192331578,0.043064367,0.0030641116,0.46331194,0.08738984,-26.954891,6768.8667,71.000694,2170.2515,2.8007078,1085.0952,9.483079,589.52234,8.360095,366.9807,-2.935337,235.49016,-11.232618,212.78621,8.8047085,188.9074,-6.640123,199.86949,3.9945602,122.91102,0.3855134,107.43583,5.2023706,95.86657,0.3754777,105.99678,0.011254006,82.332054,-0.37157404,76.065544,6.569222,85.25762,-4.819285,96.87117,4.109263,54.598732,-1.1964508,81.57459,1.7056801,83.13686,-0.03440475272166444,0.008517560438304334,-0.2346549662984693,1035.726,-0.003592021,20.849665,915.3379641893393,0.03352593563509436,47,"Woofer (feat. Snoop Dogg, Zora Randhawa & Nargis Fakhri) - Dr Zeus.mp3"
0.24285682,0.012422857,0.13220970697078174,0.011082840028636316,161.4990234375,3188.7061791080223,1335128.4337191859,2988.511045060339,171002.29403568254,6800.142213803696,3263689.006107726,0.04314131,0.0028726517,0.43368956,0.0902718,-50.864655,4328.7344,60.323734,1064.5497,11.519218,813.10297,7.5321584,503.4284,7.699866,285.00357,11.673996,286.89624,2.268895,149.297,14.017182,123.84145,6.659818,110.88037,13.456535,114.87994,2.5156248,131.74222,6.27553,104.001595,4.381992,97.018715,2.8600698,73.09752,2.8958848,66.50788,5.34384,61.143414,-3.7645185,49.846497,5.1594377,62.445274,-3.6517024,66.55454,-1.2959026,54.028748,-0.034988791260290676,0.04012692442684856,-0.01637697422327472,1067.0144,-0.0113136405,10.036743,774.3990280873296,0.03241939836244719,80,Satisfya - Imran Khan.mp3
0.18828496,0.004501847,0.10554433533281733,0.003204932345740138,107.666015625,2694.3546286212245,669181.136460782,2686.523592390913,145908.5642042099,5746.690250550261,2561348.727752892,0.028071778,0.001169503,0.31688118,0.09118478,-67.95236,4741.4746,74.0991,973.80273,3.0551467,504.11417,19.026102,264.21527,-4.997641,242.6935,4.9539423,191.95357,-1.1051011,137.29733,-6.4527707,178.3757,-4.5018435,120.410675,5.395651,137.52596,-4.8136277,115.17322,1.6228553,85.942314,-7.4848013,144.69237,-1.429122,76.176384,-6.0477204,71.30787,-3.984838,74.91155,-4.8605194,63.258545,1.779643,67.19241,-4.2555466,71.98946,-0.0066035124,92.4031,0.013824972174093739,0.01198073770605806,-0.016747955527687416,1002.60895,0.0052572107,15.914438,507.30646255403843,0.030681351510174114,55,"Suno Aisha - Amit Trivedi, Nakash Aziz & Ash King.mp3"
0.33106738,0.014461687,0.12077137855553406,0.006051521152744966,129.19921875,3033.3917797982135,436993.13305201917,2947.8783621004236,60156.76668453076,6777.009020353618,1092913.5761734026,0.06238233,0.0037530805,0.5547244,0.06463763,23.727388,1577.2472,66.3941,566.7967,4.0831757,186.73323,13.877593,82.84751,2.1735344,70.937645,12.086359,44.124954,4.090753,47.49386,6.6244936,46.269825,1.2536869,40.12442,6.7219486,35.895306,-1.8621601,42.751217,2.7260485,43.823074,-0.33432904,46.524902,5.23228,52.58284,-1.3654646,49.420628,2.5979378,38.252064,-0.998282,32.37107,3.7258313,37.1785,-0.19662476,37.066044,4.1640224,36.016113,0.011139598942555994,0.003724793430759109,-0.02916364922915013,1103.0099,0.00803157,3.9818764,1004.2570790291797,0.03868446310408466,62,Zig Zag - Clarx.mp3
0.29163858,0.008115555,0.11672227227650929,0.003239580005309353,95.703125,2837.350216116389,544592.1169754087,2782.8179631120265,88249.01473952587,6162.88773386102,2241072.8705376303,0.039307617,0.0016863372,0.43366203,0.08619178,-10.323216,4418.2754,67.2565,772.1936,1.0285131,396.1806,23.823217,207.62929,7.957137,239.29791,5.6205864,177.83734,-1.4931087,110.108215,8.243454,92.44034,2.6723208,119.64261,10.440064,103.69224,-4.48128,59.73723,7.006476,69.349686,-1.8246311,53.02808,3.5101714,58.830585,-4.2505074,62.848194,-1.1914097,50.10217,-4.8870373,69.5128,3.1066542,70.66811,-2.8932228,76.57887,5.090753,81.37008,0.021463497377308915,0.004911202766687946,0.2970050782552854,1074.2542,0.0063521075,7.3272185,827.4807963465043,0.035612173210556236,44,Anushqa - Something In Common Mashup - Sush & Yohan Music.mp3
0.112192065,0.003739876,0.11428804663312693,0.008920325407383913,129.19921875,2716.0212685640463,914195.3756187682,2707.128849021681,118527.64224213827,5813.414847075755,2202517.7768832375,0.037713088,0.0023976811,0.4490805,0.09485445,-125.546104,4585.616,74.668076,898.0607,6.771776,379.7363,24.206217,237.19461,-0.07222074,189.36,12.669898,187.68735,-0.04159867,192.33676,5.5243216,108.37945,-1.0501649,84.700714,4.2732754,115.04516,-2.3678095,65.31331,6.324743,72.857086,-1.8084304,55.465813,5.5934167,61.87091,0.06851697,55.801857,5.9081087,65.065414,-3.77272,52.033123,1.4233364,42.635403,-2.9767349,43.231007,0.004874935,40.63751,0.000985494574625899,0.004103821801476042,1.8501159391836168,1001.5408,0.003798251,14.910876,304.7160334104706,0.022948524102277254,63,On the Floor (feat. Pitbull) - Jennifer Lopez.mp3
0.3423912,0.022993583,0.10020385364260836,0.0054826725165310515,151.99908088235293,2566.207276293763,793679.0923294083,2658.884950376876,194098.13511240252,5447.750391532024,2916932.121925505,0.023973366,0.0020305237,0.40042868,0.09958985,-53.329445,4733.6465,69.33595,820.3631,1.5935166,749.79816,29.891281,300.06583,0.4690497,271.8394,7.687069,334.60956,8.233065,198.52795,-7.039211,349.6275,12.362884,214.97461,5.7475414,171.77847,0.07785837,144.03575,11.3132305,160.13329,-3.6275105,123.43733,6.7964177,82.48724,-5.4797335,87.23708,2.4932756,92.522026,-3.6671531,84.02943,-1.0775557,99.40456,0.5420328,99.46886,5.4558115,135.46109,0.002644755155261,0.018229177626581924,0.1058925830011435,1141.6826,0.014759393,15.493891,878.6467705923842,0.030642962947449805,73,bloodline - Ariana Grande.mp3
0.32450616,0.008497589,0.07886989345491487,0.003438326256400798,117.45383522727273,2517.4717983305914,1216344.227678357,2840.5728229130095,257850.05751471373,5769.77344430268,4762019.955578968,0.014688895,0.0005941187,0.35017,0.09489547,-57.720867,4063.8645,82.76039,1266.5768,29.21349,1079.5112,23.471529,401.3837,27.49642,456.25018,11.873532,244.34012,-6.594866,266.38647,13.179799,243.23796,1.927054,195.48434,0.9209128,145.34546,-0.6016549,201.60811,1.6628811,95.01397,0.96114725,100.61261,3.3836212,102.65013,4.812871,75.12178,5.3044653,73.44531,-4.0788636,82.34729,6.24381,88.65734,-1.9168937,75.74017,1.1711361,59.02567,-0.008120912343126513,0.026602866382701727,0.139130558949273,846.9872,0.0017574109,15.875113,816.9351152401699,0.030518835868743422,55,Dil Kissko Du - Mellow D.mp3
0.38044494,0.016557824,0.07096858068885449,0.0009363010235904275,123.046875,1976.490533825391,215977.06500740198,2456.475974067871,95613.03140374637,4402.348379601635,1750137.39223937,0.011400769,0.00020371638,0.3713604,0.09387684,-21.460123,4405.5386,101.905136,472.61978,3.8491132,365.01273,11.436339,269.04895,6.467099,162.53426,11.593014,144.52745,0.8168006,120.96151,6.8482475,74.29071,-2.7719152,91.52112,8.214918,96.364815,-1.0306079,59.966995,2.3062785,67.625305,-0.86063814,59.30638,0.9957915,63.0149,-1.4796855,60.353897,6.6712546,102.97296,3.5950127,149.1392,11.042168,106.588295,5.707215,130.39629,6.1395164,183.10652,-0.012313497575753306,0.011459127853088193,0.01767078327835921,718.18677,0.0063259164,11.91617,751.9458302697207,0.025996037019768475,31,"Aayi Nai (From Stree 2) - Amitabh Bhattacharya, Sachin-Jigar, Pawan Singh & Simran Choudhary.mp3"
0.13082394,0.0012395402,0.12226532265866873,0.0018094615522007904,103.359375,2834.521212877589,293964.4761620843,2974.6564444042665,119686.15029887366,6657.559742647059,1617005.210988966,0.020485627,0.00017212483,0.3185094,0.09010523,-93.965614,2132.9436,72.50007,293.4554,11.436033,346.3048,15.666703,518.11115,18.797398,127.44955,7.214001,168.13115,4.4610786,160.41447,13.485936,85.223114,-5.4223022,119.91451,7.8103986,107.31182,4.6415133,98.64987,-3.6018474,74.19241,2.1684906,70.46571,-1.0687956,43.224766,-6.237311,45.6276,1.6180733,50.75283,-4.164774,48.695103,-2.7889907,52.502914,-8.346626,59.343254,-0.40711233,62.24847,-0.010249570987689393,0.011870022530810903,-0.16356173039928637,1032.7512,0.0053696604,5.7017374,370.82323319186713,0.0473050342922514,33,"Aagasam - G.V. Prakash Kumar, Christin Jos & Govind Vasantha.mp3"
0.23954374,0.0057506487,0.10288902259094428,0.0022258113262611737,135.99917763157896,2516.2627645987477,442432.7680815126,2575.7644789408996,130397.3246074873,5524.274928798616,1970874.5821405668,0.024137856,0.00077402324,0.39641634,0.092810884,-30.045067,3354.6865,80.62886,742.7166,-7.6746173,295.4195,23.860111,247.38,3.861175,173.93048,9.693997,115.40497,-2.4328187,107.01327,12.2169285,80.71101,-2.4820166,113.7767,10.235933,83.80186,0.075117506,72.02931,4.5965934,60.880768,-3.7986958,54.338596,0.9138936,46.796196,-2.6704662,41.4768,0.41397327,43.945503,-2.664596,59.38113,4.969445,55.67022,-1.9360635,61.836983,3.9699273,55.970383,-0.0057531216602057355,0.0236183477206985,0.3401462174449001,995.9838,-3.0438376e-05,8.961984,602.7549833418323,0.03123979800507477,67,Drag Me Down (feat. LunchMoney Lewis) - One Direction.mp3
0.3387447,0.006893495,0.07596817252805728,0.001059477937949496,117.45383522727273,2135.697702544772,388029.1656000964,2379.5793809906713,222065.79080988697,4613.413769984762,2621822.361399102,0.018408492,0.0006179568,0.4279681,0.07867153,-2.0524018,1915.498,102.250206,716.86066,-15.222032,314.17822,13.734351,122.73965,6.42003,78.5447,11.738207,55.531467,-0.8834667,45.281197,11.454391,59.91521,0.9816381,41.329254,4.6763196,36.549446,4.5788274,35.74671,6.3527675,51.093018,-1.1837361,32.1642,6.2048607,47.002357,1.0421222,31.540417,2.1947012,54.85227,5.861884,40.281673,5.9663606,31.77416,-1.2703971,53.986534,3.6834586,44.762474,0.009452797466180263,0.012319632429088128,-0.2708014716363105,766.02313,-0.0018791945,3.797671,723.4562774430829,0.045947032931590366,51,Howling - Cartoon & Asena.mp3
0.26134142,0.012554686,0.08867217734133127,0.002823551357992782,123.046875,2619.948471992131,713334.5742530994,2872.9331194523284,229860.20489221407,6138.354548876499,3431687.19819686,0.022353144,0.0008913916,0.41039026,0.08998654,-56.720642,3858.27,78.09635,1005.1724,17.800627,418.40982,24.764484,282.89713,12.263601,225.32614,4.3588967,223.63538,3.5904818,159.22243,4.294666,131.5715,1.0433342,114.45997,6.936433,127.744705,-3.561596,75.19047,2.4429252,78.51415,-3.521078,75.56487,-0.54933417,79.44919,-5.729899,66.52906,-1.9044063,65.78005,-5.040357,72.87326,3.9874754,66.80368,-2.1077356,91.485985,2.0685577,90.22387,0.02973814242623524,0.014481648929353953,-0.39662397414469364,975.61536,0.0027071885,11.771823,684.701061323283,0.034136881645139325,51,Bang Bang - Benny Dayal & Neeti Mohan.mp3
0.18792228,0.003994571,0.07216093931404799,0.003601934447050298,151.99908088235293,1826.6784832881426,1027284.7505129107,2287.349386454965,441972.5582296498,3858.2766695288315,5901233.936875691,0.008156718,0.00035321785,0.29786077,0.09070366,-122.688736,3306.0278,126.63426,1541.246,12.807959,650.66315,12.305827,317.8814,15.783218,182.30238,-16.196592,236.01112,-3.1242177,143.98338,-4.1112013,136.89917,-11.237336,136.9419,6.0130157,89.26974,-16.797863,126.37122,4.9556165,89.33759,-10.6520815,92.94795,-8.238957,84.38529,-7.389545,98.125206,-10.505019,107.438515,-5.1722536,70.87318,-11.765355,87.74093,-2.9362333,74.55906,-3.3043292,91.464226,-0.040116138229137115,0.0410038642712251,0.13540609591858738,737.26886,0.008910931,12.288999,343.27359272608265,0.03068275956047194,73,Let Me Down Slowly - Alec Benjamin.mp3
0.18734261,0.0025018202,0.0972930624758127,0.003277095884816269,135.99917763157896,2173.8511925691387,856671.2456553967,2598.5178511319828,344584.77001958544,4634.788640733843,4579138.804591921,0.008546192,0.00020398153,0.28455535,0.09173876,-99.79369,3542.4155,110.15782,644.04236,12.565049,440.8064,-2.8510866,458.56512,13.084374,265.71735,7.796141,184.19023,9.518408,191.05556,-7.1315713,283.7271,2.3749082,184.56267,7.201592,189.68059,-9.506286,202.65999,1.4027953,150.46005,-5.423494,136.14316,2.686305,120.2494,-2.9184065,193.30844,-2.1861193,147.83412,7.3720164,227.95258,4.9341183,120.28164,1.823114,206.24583,3.0176492,169.3684,0.02181930774684813,0.018942319095234323,0.06194928239623191,638.1606,-0.0040985756,10.730217,407.25496472264246,0.03881807715377799,65,Soja Zara - Madhushree.mp3
0.31503817,0.011472723,0.11811719959365326,0.0071862869770296595,112.34714673913044,2926.360725946445,934515.4311647932,3002.28015543489,161672.41724637715,6763.8257667376165,2869536.3976181597,0.030358016,0.0014562245,0.3714686,0.09155302,-19.695694,2813.6394,78.78454,799.443,13.233822,474.83398,3.3249013,450.76654,15.842567,258.48734,-3.5822372,204.82932,-14.0026045,202.23091,3.1423347,165.22374,-15.016798,180.41824,-1.0905879,220.63388,-5.1362553,146.65926,-3.8955448,145.56783,-3.8759687,125.38072,4.6004066,95.04249,-3.8935833,64.54572,0.7145692,73.84621,-4.030004,67.813095,4.2788496,75.17636,-3.331961,60.576397,6.9065914,67.07707,-0.011229554491050323,0.015672399550107765,-0.014766902338315747,936.81525,-0.0049898303,8.934551,921.9153407110833,0.03842378529651935,86,"Proper Patola - Badshah, Diljit Dosanjh & Aastha Gill.mp3"
